Name,Category,City,Country,IG,URL,Última edición
Semi:Formal,"Branding, Interactive, Packaging",Detroit,USA,https://www.instagram.com/semiformal.studio/,https://www.semiformal.studio/,19 de diciembre de 2024 8:41
Hyperfocus,"Branding, Interactive, Motion Graphics, Typography",Hamburg,Germany,https://www.instagram.com/hyperfocus.cc,https://hyperfocus.cc/,19 de diciembre de 2024 8:43
Coast,"Branding, Interactive, Packaging, Typography",Brussels,Belgium,https://www.instagram.com/coastagency,https://www.coast-agency.com/,19 de diciembre de 2024 14:10
Oil Studio,"Branding, Interactive","Amsterdam, London","The Netherlands, UK",https://www.instagram.com/solid.oil/,https://oil.studio/,19 de diciembre de 2024 15:00
Gijs Lammers,"Branding, Graphic Design",Amsterdam,The Netherlands,https://www.instagram.com/heygijslammers/,https://www.gijs-lammers.com/,19 de diciembre de 2024 15:03
Creech,"Advertising, Branding",New York,USA,https://www.instagram.com/creech_studio,https://creech.co/,19 de diciembre de 2024 15:05
Davy Denduyver,"Branding, Graphic Design",Brugge,Belgium,https://www.instagram.com/bydavydenduyver,https://www.davydenduyver.com/,19 de diciembre de 2024 15:20
Non-Objective,"Branding, Graphic Design, Interactive","New York, Seoul","South Korea, USA",https://www.instagram.com/nonobjectiveworks/,https://non-objective.works/,19 de diciembre de 2024 16:32
machfive,"Branding, Interactive, Packaging",Amsterdam,The Netherlands,https://www.instagram.com/machfive.studio,https://www.machfive.studio/,21 de diciembre de 2024 10:58
Maiarelli Studio,"Advertising, Branding, Interactive",New York,USA,https://www.instagram.com/maiarellistudio/,https://maiarellistudio.com/,26 de diciembre de 2024 15:50
The Phoney Club,"Branding, Illustration, Packaging",Rotterdam,The Netherlands,https://www.instagram.com/thephoneyclub/,https://thephoneyclub.com/,26 de diciembre de 2024 15:53
Darling,"Advertising, Branding, Graphic Design, Interactive",Singapore,Singapore,https://www.instagram.com/darling_studio/,https://www.darling.sg/,26 de diciembre de 2024 15:57
The Collected Works,"Branding, Graphic Design, Interactive, Typography","New Orleans, New York",USA,https://www.instagram.com/thecollectedworks,https://www.thecollectedworks.com/,26 de diciembre de 2024 16:15
Gander,"Branding, Interactive, Packaging",New York,USA,https://www.instagram.com/gandergrams/,https://www.takeagander.com/,27 de diciembre de 2024 17:45
Control Studio,"Branding, Illustration, Packaging",Amsterdam,The Netherlands,https://www.instagram.com/controlstud.io/,https://www.controlstud.io/,27 de diciembre de 2024 17:50
Alphabetical,"Branding, Interactive, Motion Graphics, Typography",London,UK,https://www.instagram.com/alphabeticalstudio/,https://alphabetical.studio/,27 de diciembre de 2024 17:52
Ufficio,"Branding, Graphic Design, Illustration, Interactive, Packaging",Buenos Aires,Argentina,https://www.instagram.com/ufficio.studio/,https://www.ufficio.studio/,20 de enero de 2025 12:20
Comet,"Branding, Interactive",Budapest,Hungary,https://www.instagram.com/cometstudio.io,https://www.cometstudio.io/,29 de enero de 2025 20:50
G2K Brand Design Agency,"Branding, Interactive, Motion Graphics","Amsterdam, Groningen",The Netherlands,https://www.instagram.com/g2k_brand_design_agency/,https://g2k.nl/,21 de febrero de 2025 11:09
GIRL,"Branding, Graphic Design, Interactive",Leeds,UK,https://www.instagram.com/_girl_studio/,https://www.girl.studio/,21 de febrero de 2025 12:44
Study Hall,"Branding, Illustration, Interactive, Motion Graphics, Typography",Oakland,USA,https://www.instagram.com/studyhall.design/,https://studyhall.design/,24 de febrero de 2025 9:51
Yorgo&Co.,"Advertising, Branding, Graphic Design, Interactive, Typography",Paris,France,https://www.instagram.com/yorgoandco/?hl=fr,https://www.yorgo.co/,6 de marzo de 2025 12:29
Allies,"Branding, Illustration, Interactive, Motion Graphics, Packaging",Belfast,Northern Ireland,https://www.instagram.com/alliesstudio,https://www.allies.studio/,11 de marzo de 2025 11:21
Studio—Don,"Branding, Interactive, Packaging",Sevenoaks,UK,https://www.instagram.com/studio.don,https://studiodon.co/,28 de marzo de 2025 12:36
Daybreak,"Branding, Interactive, Motion Graphics",Toronto,Canada,https://www.instagram.com/daybreakstudio,https://www.daybreak.studio/,2 de abril de 2025 8:13
Reaktor,"Branding, Interactive","Amsterdam, Helsinki, Lisbon, New York, Seinäjoki, Stockholm, Tampere, Tokyo, Turku","Finland, Japan, Portugal, Sweden, The Netherlands, USA",https://www.instagram.com/reaktornow/,https://www.reaktor.com/,10 de abril de 2025 19:50
Ben K. Wallace,"Branding, Graphic Design, Typography",Oslo,Norway,https://www.instagram.com/benkwallace,http://benkwallace.com/,11 de abril de 2025 12:21
RAWTY,"Branding, Interactive, Motion Graphics, Packaging",Graz,Austria,https://www.instagram.com/rawty.co/,https://www.rawty.co/,15 de abril de 2025 17:54
DOMINGO,"Branding, Graphic Design, Interactive",Barcelona,Spain,https://www.instagram.com/this.is_______domingo/,https://thisisdomingo.com/,16 de abril de 2025 10:04
PAISANA Studio,"Branding, Interactive",Madrid,Spain,https://www.instagram.com/studiopaisana/,https://paisana.studio/,16 de abril de 2025 10:08
Overtone ®,"Branding, Interactive, Motion Graphics, Typography",Aarhus,Denmark,https://www.instagram.com/overtone.dk/,https://overtone.dk/,16 de abril de 2025 10:59
Los Caballos Design Studio,"Branding, Interactive",Buenos Aires,Argentina,https://www.instagram.com/_los_caballos/,https://loscaballos.xyz/,16 de abril de 2025 11:07
PONDER,"Branding, Graphic Design, Interactive",Copenhague,Denmark,https://www.instagram.com/ponderagency,https://ponder.dk/,16 de abril de 2025 12:58
Alphamark™,"Branding, Interactive",Skopje,North Macedonia,https://www.instagram.com/alphamarkdesign/?hl=en,https://alphamark.design/,16 de abril de 2025 13:11
Kühl & Han®,"Branding, Graphic Design",Copenhague,Denmark,https://www.instagram.com/kuhlandhan/,https://kuhlandhan.com/,16 de abril de 2025 14:56
Rio Basel,"Branding, Graphic Design, Interactive, Motion Graphics",Basel,Switzerland,https://www.instagram.com/rio_basel,https://riobasel.ch/,16 de abril de 2025 14:58
Inventory Form & Content,"Branding, Graphic Design, Interactive, Motion Graphics",Los Angeles,USA,https://www.instagram.com/in_fo_co/,https://in-fo.co/,16 de abril de 2025 15:00
.Oddity Studio,"Branding, Interactive, Motion Graphics, Packaging, Typography",Hong Kong,China,https://www.instagram.com/odditystudio/,https://odditystudio.com/,16 de abril de 2025 15:03
New Association,"Branding, Interactive",Melbourne,Australia,https://www.instagram.com/newassoc.world/,https://newassoc.world/,16 de abril de 2025 15:08
Platform,Graphic Design,Chicago,USA,https://www.instagram.com/platplatformform/,https://platplatformform.com/,16 de abril de 2025 15:09
Room for Magic,"Branding, Interactive",Los Angeles,USA,https://www.instagram.com/roomformagic_/,https://roomformagic.com/,21 de abril de 2025 16:32
Ensemble,"Branding, Interactive",Paris,France,https://www.instagram.com/ensemble.ooo/,https://ensemble.ooo/,21 de abril de 2025 16:33
REMOTE,"Branding, Graphic Design, Interactive","Helsinki, Seoul","Finland, South Korea",https://www.instagram.com/studio.remote,https://www.studio-remote.kr/,24 de abril de 2025 18:02
Nask,"Branding, Graphic Design, Interactive, Typography",Genève,Switzerland,https://www.instagram.com/nask_studio/,https://www.nask.cc/,12 de mayo de 2025 17:54
Hondo,"Branding, Graphic Design, Interactive, Motion Graphics, Packaging, Typography",London,UK,https://www.instagram.com/hondo.studio,https://www.hondo.studio/,16 de julio de 2025 19:03
ACRE,"Branding, Interactive, Motion Graphics",London,UK,https://www.instagram.com/acre_studio/,https://acre.studio/,25 de julio de 2025 9:06
SUBSTANCE,"Branding, Graphic Design, Interactive, Motion Graphics",Brussels,Belgium,https://www.instagram.com/substance.works/,https://www.substance.works/,28 de julio de 2025 18:24
Miles Sale,"Advertising, Branding, Interactive, Motion Graphics, Packaging",Amsterdam,The Netherlands,,https://miles.sale/,29 de julio de 2025 14:47
Nihilo,"Branding, Interactive, Packaging",Columbus,USA,https://www.instagram.com/nihilo.agency/,https://nihilo.agency/,13 de agosto de 2025 9:33
Duzi Studio,"Branding, Illustration, Interactive, Packaging",London,UK,https://www.instagram.com/duzi.studio/,https://www.duzi.studio/,21 de agosto de 2025 9:10
Resoluut,"Branding, Interactive",Amsterdam,The Netherlands,https://www.instagram.com/resoluut_design/,https://www.resoluut.com/,28 de noviembre de 2025 17:04
Matey,"Branding, Interactive, Packaging",Birmingham,USA,https://www.instagram.com/wearematey,https://www.wearematey.com/,28 de noviembre de 2025 17:07
Garriock & Co.,"Advertising, Branding, Interactive, Motion Graphics",,"Germany, UK",,https://www.garriock.com/,10 de diciembre de 2025 11:22
GATZARA Studio,"Advertising, Branding, Interactive, Motion Graphics",Barcelona,Spain,https://www.instagram.com/gatzara.studio/,https://gatzara.studio/,2 de febrero de 2026 15:44
Gärde Design,"Branding, Graphic Design, Interactive, Motion Graphics, Typography",Stockholm,Sweden,https://www.instagram.com/garde_design/,https://www.gardedesign.com/,3 de febrero de 2026 16:47
Shine,"Branding, Graphic Design, Interactive",Glasgow,Scotland,https://www.instagram.com/theshineagency/,https://www.theshineagency.com/,17 de febrero de 2026 22:02
xyz,"Branding, Interactive",Seoul,South Korea,https://www.instagram.com/xyz.studio.ofcl/,https://xyzxyz.co/,17 de febrero de 2026 22:04
1042,"Advertising, Branding, Graphic Design, Illustration, Interactive",Dusseldörf,Germany,,https://www.1042.studio/,26 de marzo de 2026 12:36
Abc&D,"Branding, Graphic Design, Interactive, Packaging","Athens, Milan, Munich","Germany, Greece, Italy",https://www.instagram.com/abc_and_d/,https://www.abc-and-d.com/,27 de marzo de 2026 9:24
Jump Jirakaweekul,"Branding, Graphic Design, Typography",New York,USA,https://www.instagram.com/jumpjirak/,https://jumpjirak.com/,14 de abril de 2026 16:26
,,,,,,15 de abril de 2026 10:04
